1;0;0
2;0;0
3;0;0
4;0;0
5;0;0
6;0;0
7;0;0
8;0;0
9;0;0
10;0;0
11;0;0
12;0;0
13;0;0
14;0;0
15;0;0
16;0;0
17;0;0
18;0;0
19;0;0
20;0;0
21;0;0
22;0;0
23;0;0
24;0;0
25;0;0
26;0;0
27;0;0
28;0;0
29;0;0
30;0;0
31;0;0
32;0;0
33;0;0
34;0;0
35;0;0
36;0;0
37;0;0
38;0;0
39;0;0
40;0;0
41;0;0
42;0;0
43;0;0
44;0;0
45;0;0
46;0;0
47;0;0
48;0;0
49;0;0
50;0;0
51;0;0
52;0;0
53;0;0
54;0;0
55;0;1002300
56;0;1002300
57;0;1002300
58;0;1002300
59;0;1002300
60;0;1002300
61;1001900;1002300
62;1001900;1002300
63;1001900;1002300
64;1001900;1002300
65;1001900;1002300
66;1001900;1002300
67;1001900;1002300
68;1001900;1002300
69;1001900;1002300
70;1001900;1002300
71;1001900;1002300
72;1001900;1002300
73;1001900;1002300
74;1001900;1002300
75;1001900;1002300
76;1001900;1002300
77;1001900;1002300
78;1001900;1002300
79;1001900;1002300
80;1001900;1002300
81;1001900;1002300
82;1001900;1002300
83;1001900;1002300
84;1001900;1002300
85;1001900;1002300
86;1001900;1002300
87;1001900;1002300
88;1001900;1002300
89;1001900;1002300
90;1001900;1002300
91;1001900;1002300
92;1001900;1002300
93;1001900;1002300
94;1001900;1002300
95;1001900;1002300
96;1001900;1002300
97;1001900;1002300
98;1001900;1002300
99;1001900;1002300
100;1001900;1002300
101;1001900;1002300
102;1001900;1002300
103;1001900;1002300
104;1001900;1002300
105;1001900;1002300
106;1001900;1002300
107;1001900;1002300
108;1001900;1002300
109;1001900;1002300
110;1001900;1002300
111;1001900;1002300
112;1001900;1002300
113;1001900;1002300
114;1001900;1002300
115;1001900;1002300
116;1001900;1002300
117;1001900;1002300
118;1001900;1002300
119;1001900;1002300
120;1001900;1002300
121;1001900;1002300
122;1001900;1002300
123;1001900;1002300
124;1001900;1002300
125;1001900;1002300
126;1001900;1002300
127;1001900;1002300
128;1001900;1002300
129;1001900;1002300
130;1001900;1002300
131;1001900;1002300
132;1001900;1002300
133;1001900;1002300
134;1001900;1002300
135;1001900;1002300
136;1001900;1002300
137;1001900;1002300
138;1001900;1002300
139;1001900;1002300
140;1001900;1002300
141;1001900;1002300
142;1001900;1002300
143;1001900;1002300
144;1001900;1002300
145;1001900;1002300
146;1001900;1002300
147;1001900;1002300
148;1001900;1002300
149;1001900;1002300
150;1001900;1002300
151;1001900;1002300
152;1001900;1002300
153;1001900;1002300
154;1001900;1002300
155;1001900;1002300
156;1001900;1002300
157;1001900;1002300
158;1001900;1002300
159;1001900;1002300
160;1001900;1002300
161;1001900;1002300
162;1001900;1002300
163;1001900;1002300
164;1001900;1002300
165;1001900;1002300
166;1001900;2001400
167;1001900;2001400
168;1001900;2001400
169;1001900;2001400
170;1001900;2001400
171;1001900;2001400
172;1001900;2001400
